case_number,date_of_occurrence,primary_description,latitude,longitude
JD316976,08/01/2020 01:17:00 AM,HOMICIDE,41.88359069,-87.749065012
JD314196,08/01/2020 02:35:00 PM,HOMICIDE,41.747528541,-87.573472386
JD352390,09/01/2020 04:49:00 AM,HOMICIDE,41.771360651,-87.657927921
JD342092,08/23/2020 07:06:00 AM,HOMICIDE,41.855727061,-87.726083148
JD299547,07/16/2020 04:26:00 PM,HOMICIDE,41.860129225,-87.712804048
JD298927,07/16/2020 01:42:00 AM,HOMICIDE,41.768106543,-87.646920983
JD294602,07/12/2020 05:45:00 AM,HOMICIDE,41.76477897,-87.676236515
JD289973,07/16/2020 08:11:00 PM,HOMICIDE,41.819531596,-87.704420779
JD281735,07/16/2020 09:24:00 PM,HOMICIDE,41.763769311,-87.595793934
JD299850,07/16/2020 09:07:00 PM,HOMICIDE,41.778658948,-87.648399635
JD318379,08/02/2020 12:55:00 PM,HOMICIDE,41.777126649,-87.645937583
JD318144,08/02/2020 06:21:00 AM,HOMICIDE,41.848953793,-87.732261952
JD318144,08/02/2020 06:21:00 AM,HOMICIDE,41.848953793,-87.732261952
JD301145,07/17/2020 11:59:00 PM,HOMICIDE,41.748458232,-87.605159961
JD301071,07/17/2020 10:13:00 PM,HOMICIDE,41.744942862,-87.602579658
JD300678,07/17/2020 04:01:00 PM,HOMICIDE,41.753199675,-87.65017296
JD374035,09/21/2020 02:27:00 AM,HOMICIDE,41.972598895,-87.714350264
JD373241,09/21/2020 10:32:00 AM,HOMICIDE,41.866181995,-87.72439822
JD374011,09/21/2020 02:20:00 AM,HOMICIDE,41.939168558,-87.787304913
JD301185,07/18/2020 01:05:00 AM,HOMICIDE,41.888659061,-87.749015157
JD301307,07/18/2020 04:01:00 AM,HOMICIDE,41.858071146,-87.729819907
JD301311,07/18/2020 03:43:00 AM,HOMICIDE,41.848312173,-87.69177748
JD375339,09/22/2020 10:58:00 AM,HOMICIDE,41.883208624,-87.686489297
JD375079,09/22/2020 12:41:00 AM,HOMICIDE,41.873348789,-87.70833991
JD320760,08/04/2020 05:06:00 PM,HOMICIDE,41.900777694,-87.62650376
JD316246,08/02/2020 06:39:00 AM,HOMICIDE,41.994277111,-87.679045937
JD264011,06/14/2020 08:18:00 PM,HOMICIDE,41.898139679,-87.748330019
JD286253,07/05/2020 01:23:00 AM,HOMICIDE,41.655830545,-87.595928916
JD321726,08/06/2020 08:00:00 AM,HOMICIDE,41.761857773,-87.586216316
JD346411,08/26/2020 09:56:00 PM,HOMICIDE,41.760521351,-87.681807173
JD323434,08/07/2020 02:00:00 AM,HOMICIDE,41.786087136,-87.64737823
JD323459,08/07/2020 02:00:00 AM,HOMICIDE,41.684231406,-87.657939326
JD323387,08/07/2020 02:48:00 AM,HOMICIDE,42.014573171,-87.690223307
JD288522,07/06/2020 07:13:00 PM,HOMICIDE,41.758486297,-87.562725225
JD291267,07/09/2020 09:30:00 AM,HOMICIDE,41.868043292,-87.624099912
JD275718,06/25/2020 11:59:00 AM,HOMICIDE,41.899135115,-87.713153852
JD324706,08/08/2020 03:53:00 AM,HOMICIDE,41.77775125,-87.657314601
JD376465,09/23/2020 11:11:00 AM,HOMICIDE,41.928337853,-87.691431952
JD346950,08/27/2020 12:44:00 PM,HOMICIDE,41.783315787,-87.607251618
JD376749,09/23/2020 03:45:00 PM,HOMICIDE,41.865201896,-87.733710449
JD374810,09/23/2020 04:47:00 PM,HOMICIDE,41.744635441,-87.619596746
JD255377,06/23/2020 03:34:00 AM,HOMICIDE,41.740221151,-87.555124454
JD347561,08/27/2020 09:53:00 PM,HOMICIDE,41.88255688,-87.730628784
JD347500,08/27/2020 09:06:00 PM,HOMICIDE,41.745829715,-87.659679668
JD326228,08/09/2020 10:31:00 PM,HOMICIDE,41.747643677,-87.603509135
JD326763,08/10/2020 02:50:00 AM,HOMICIDE,41.754550259,-87.601653411
JD327802,08/10/2020 10:44:00 PM,HOMICIDE,41.890071385,-87.627672183
JD342028,08/28/2020 07:49:00 AM,HOMICIDE,41.863461379,-87.652374244
JD348563,08/28/2020 07:40:00 PM,HOMICIDE,41.965541117,-87.734590597
JD348586,08/28/2020 08:04:00 PM,HOMICIDE,41.803361324,-87.648576736
JD347761,08/28/2020 05:34:00 AM,HOMICIDE,41.749366177,-87.5552742
JD331450,08/26/2020 11:25:00 PM,HOMICIDE,41.655208552,-87.605120805
JD328873,08/11/2020 07:03:00 PM,HOMICIDE,41.89294506,-87.762554558
JD347659,08/28/2020 12:02:00 AM,HOMICIDE,41.704164704,-87.637897044
JD377114,09/24/2020 12:08:00 AM,HOMICIDE,41.752419463,-87.584427413
JD348693,08/29/2020 12:23:00 AM,HOMICIDE,41.733926594,-87.603778019
JD314167,07/29/2020 04:04:00 PM,HOMICIDE,41.777838294,-87.615566126
JD349813,08/29/2020 08:44:00 PM,HOMICIDE,41.780693179,-87.654530226
JD349510,08/29/2020 03:28:00 PM,HOMICIDE,41.791859388,-87.643880667
JD331600,08/13/2020 11:50:00 PM,HOMICIDE,41.758120026,-87.57490513
JD327976,08/13/2020 05:41:00 PM,HOMICIDE,41.733810054,-87.611396253
JD378424,09/25/2020 04:06:00 AM,HOMICIDE,41.799415199,-87.633123655
JD379435,09/25/2020 11:17:00 PM,HOMICIDE,41.72324334,-87.612968816
JD331656,08/14/2020 01:08:00 AM,HOMICIDE,41.734830768,-87.545777246
JD332674,08/14/2020 09:11:00 PM,HOMICIDE,41.681961586,-87.644487655
JD332850,08/14/2020 11:27:00 PM,HOMICIDE,41.693162097,-87.651075913
JD378371,09/25/2020 01:37:00 AM,HOMICIDE,41.750374187,-87.662006873
JD350187,08/30/2020 05:48:00 AM,HOMICIDE,41.735948952,-87.652484512
JD285240,07/04/2020 02:35:00 AM,HOMICIDE,41.772972076,-87.644610871
JD350149,08/30/2020 03:50:00 AM,HOMICIDE,41.793891658,-87.648259484
JD350546,08/30/2020 12:07:00 PM,HOMICIDE,41.68242634,-87.680864007
JD350096,08/30/2020 02:18:00 AM,HOMICIDE,41.741442487,-87.551504165
JD379647,09/26/2020 04:22:00 AM,HOMICIDE,41.76718729,-87.58792132
JD368438,09/15/2020 11:18:00 PM,HOMICIDE,41.76013186,-87.558087344
JD352238,08/31/2020 11:24:00 PM,HOMICIDE,41.87086201,-87.714330429
JD344906,08/26/2020 06:24:00 PM,HOMICIDE,41.833532944,-87.685180682
JD346389,08/26/2020 09:19:00 PM,HOMICIDE,41.759846025,-87.637765328
JD351607,08/31/2020 01:42:00 PM,HOMICIDE,41.856323781,-87.705385576
JD379783,09/26/2020 09:50:00 AM,HOMICIDE,41.886401307,-87.707492907
JD381366,09/27/2020 07:19:00 PM,HOMICIDE,41.782501939,-87.660641563
JD380448,09/27/2020 01:05:00 AM,HOMICIDE,41.682090833,-87.616704418
JD380550,09/27/2020 12:30:00 AM,HOMICIDE,41.94345324,-87.693930558
JD354086,09/02/2020 03:50:00 PM,HOMICIDE,41.682518024,-87.655453234
JD381573,09/27/2020 11:39:00 PM,HOMICIDE,41.892395756,-87.70768047
JD391209,10/07/2020 01:46:00 AM,HOMICIDE,41.772387484,-87.590002019
JD355518,09/03/2020 08:50:00 PM,HOMICIDE,41.876949072,-87.736685059
JD355587,09/03/2020 09:58:00 PM,HOMICIDE,41.823476825,-87.705735981
JD355563,09/03/2020 09:40:00 PM,HOMICIDE,41.758045911,-87.574902338
JD354690,09/03/2020 10:00:00 AM,HOMICIDE,41.752100288,-87.641638343
JD382095,09/28/2020 02:22:00 PM,HOMICIDE,41.767537472,-87.571440144
JD381639,09/28/2020 01:19:00 AM,HOMICIDE,41.762376533,-87.590462119
JD356825,09/04/2020 11:46:00 PM,HOMICIDE,41.714279197,-87.573164579
JD355654,09/04/2020 12:01:00 AM,HOMICIDE,41.975254247,-87.656778193
JD355701,09/04/2020 01:21:00 AM,HOMICIDE,41.899245889,-87.758164082
JD383122,09/29/2020 04:47:00 PM,HOMICIDE,41.889058597,-87.723464848
JD382768,09/29/2020 03:09:00 AM,HOMICIDE,41.878860042,-87.726396631
JD358322,09/06/2020 09:55:00 AM,HOMICIDE,41.906797102,-87.671861659
JD358313,09/06/2020 09:16:00 AM,HOMICIDE,41.754153586,-87.553449904
JD384100,09/30/2020 12:55:00 PM,HOMICIDE,41.791625396,-87.669380069
JD359491,09/07/2020 01:41:00 PM,HOMICIDE,41.749072474,-87.557700049
JD359869,09/07/2020 07:04:00 PM,HOMICIDE,41.742221848,-87.580680175
JD359834,09/07/2020 06:28:00 PM,HOMICIDE,41.808677227,-87.643113485
JD384035,09/30/2020 12:10:00 PM,HOMICIDE,41.884804156,-87.765025079
JD360370,09/08/2020 09:28:00 AM,HOMICIDE,41.751539633,-87.661855469
JD360603,09/08/2020 07:27:00 PM,HOMICIDE,41.76978405,-87.659095518
JD384825,10/01/2020 03:02:00 AM,HOMICIDE,41.761360311,-87.657908181
JD385787,10/01/2020 10:18:00 PM,HOMICIDE,41.877519174,-87.725561099
JD348734,08/28/2020 09:24:00 PM,HOMICIDE,41.89765683,-87.726152565
JD363157,09/10/2020 08:50:00 PM,HOMICIDE,41.90372293,-87.7337175
JD386487,10/02/2020 06:06:00 PM,HOMICIDE,41.880713928,-87.726683874
JD381362,09/27/2020 05:27:00 PM,HOMICIDE,41.778099133,-87.633828531
JD299451,07/16/2020 02:20:00 PM,HOMICIDE,41.779234929,-87.68524012
JD386650,10/02/2020 06:17:00 PM,HOMICIDE,41.773200429,-87.680912685
JD388620,10/04/2020 05:43:00 PM,HOMICIDE,41.688120176,-87.63138461
JD388899,10/04/2020 10:59:00 PM,HOMICIDE,41.866286618,-87.715725607
JD389959,10/05/2020 09:13:00 PM,HOMICIDE,41.756714109,-87.586085395
JD389598,10/05/2020 03:44:00 PM,HOMICIDE,41.969252369,-87.71461065
JD390608,10/06/2020 02:19:00 PM,HOMICIDE,41.750992242,-87.589468327
JD392220,10/07/2020 09:53:00 PM,HOMICIDE,41.706388821,-87.533475307
JD279597,06/29/2020 01:06:00 AM,HOMICIDE,41.797700881,-87.617676981
JD438848,12/08/2020 04:42:00 PM,HOMICIDE,41.866229701,-87.720983457
JD453443,12/08/2020 10:00:00 PM,HOMICIDE,41.761152087,-87.634562414
JD454034,12/09/2020 12:10:00 PM,HOMICIDE,41.745082823,-87.619606449
JD340832,08/22/2020 01:15:00 AM,HOMICIDE,41.895357718,-87.759344937
JD421353,11/05/2020 03:38:00 AM,HOMICIDE,41.945911152,-87.722493226
JD438133,11/21/2020 07:28:00 PM,HOMICIDE,41.671544991,-87.633285016
JD454798,12/10/2020 06:16:00 AM,HOMICIDE,41.732906368,-87.610831173
